day,total_sales,average_order_value,orders
2022-01-22,5616.86,52.438,100
2022-01-23,8507.85,56.741,135
2022-01-24,7924.43,62.086,118
2022-01-25,5678.53,56.442,94
2022-01-26,14776.77,75.082,185
2022-01-27,4208.47,56.693,70
2022-01-28,4695.62,46.295,89
2022-01-29,12922.86,69.868,172
2022-01-30,7291.47,53.057,122
2022-01-31,5508.81,54.686,93
2022-02-01,6807.04,61.852,100
2022-02-02,9072.19,54.129,151
2022-02-03,8525.73,53.421,145
2022-02-04,6330.04,58.741,97
2022-02-05,6683.44,64.315,95
2022-02-06,4723.98,50.865,83
2022-02-07,5005.35,53.418,83
2022-02-08,5080.92,57.222,81
2022-02-09,11834.23,60.91,176
2022-02-10,5430.16,49.674,99
2022-02-11,4236.75,46.308,80
2022-02-12,12255.88,61.576,180
2022-02-13,9233.09,61.61,136
2022-02-14,11640.68,68.721,160
2022-02-15,5614.66,57.426,93
2022-02-16,6525.08,55.669,106
2022-02-17,5238.37,51.992,98
2022-02-18,4340.25,39.684,95
2022-02-19,11092.49,44.959,217
2022-02-20,9463.8,48.058,174
2022-02-21,11340.16,45.687,220
2022-02-22,5582.18,50.05,101
2022-02-23,6296.36,64.101,90
2022-02-24,6211.31,59.302,95
2022-02-25,7141.07,74.492,88
2022-02-26,5882.45,54.004,98
2022-02-27,5419.14,55.608,90
2022-02-28,8312.98,52.026,146
2022-03-01,7280.13,54.726,132
2022-03-02,7150.07,50.601,129
2022-03-03,5898.47,49.014,108
2022-03-04,12182.76,62.754,178
2022-03-05,6833.12,56.822,111
2022-03-06,7892.05,57.28,127
2022-03-07,6866.36,49.548,124
2022-03-08,18588.03,66.242,258
2022-03-09,13830.75,60.85,206
2022-03-10,5172.52,49.92,94
2022-03-11,5653.58,60.271,86
2022-03-12,5507.16,42.182,115
2022-03-13,5912.44,52.003,105
2022-03-14,8234.09,57.683,133
2022-03-15,6530.94,50.428,120
2022-03-16,7940.23,60.91,119
2022-03-17,13754.45,55.877,248
2022-03-18,6552.1,58.612,104
2022-03-19,5746.18,53.855,96
2022-03-20,7001.32,55.617,113
2022-03-21,6770.54,45.898,130
2022-03-22,5697.79,51.951,101
2022-03-23,5460.92,56.073,87
2022-03-24,5160.38,60.975,77
2022-03-25,6280.28,55.932,102
2022-03-26,15882.01,64.328,227
2022-03-27,12972.17,64.867,185
2022-03-28,5816.58,48.772,105
2022-03-29,6803.52,54.57,114
2022-03-30,7483.15,77.479,90
2022-03-31,6940.16,59.969,105
2022-04-01,13048.81,62.898,192
2022-04-02,8333.9,72.373,114
2022-04-03,6936.68,56.815,112
2022-04-04,7937.42,56.109,128
2022-04-05,5326.57,54.401,89
2022-04-06,6582.85,60.364,100
2022-04-07,17097.66,61.191,253
2022-04-08,9907.01,63.808,141
2022-04-09,5040.54,51.794,86
2022-04-10,5055.38,62.894,76
2022-04-11,6951.58,59.711,105
2022-04-12,6899.66,51.957,117
2022-04-13,5749.21,59.337,87
2022-04-14,4563.18,49.624,89
2022-04-15,9823.74,71.344,127
2022-04-16,9458.43,77.685,117
2022-04-17,12143.58,72.873,158
2022-04-18,4428.49,80.03,53
2022-04-19,4700.25,60.275,72
2022-04-20,7328.77,63.284,109
2022-04-21,8499.65,62.12,126
2022-04-22,5580.4,48.63,104
2022-04-23,7709.8,60.779,120
2022-04-24,6095.77,67.675,87
2022-04-25,5726.9,56.366,92
2022-04-26,4309.29,55.602,71
2022-04-27,5687.66,62.437,84
2022-04-28,16417.65,60.596,248
2022-04-29,7921.35,67.084,115
2022-04-30,4088.62,62.347,60
2022-05-01,7939.24,66.124,112
2022-05-02,7355.25,57.759,116
2022-05-03,5890.95,70.318,77
2022-05-04,4728.93,54.956,84
2022-05-05,5170.25,58.228,80
2022-05-06,4800.16,60.691,73
2022-05-07,18349.8,59.878,277
2022-05-08,11104.37,62.398,161
2022-05-09,5912.59,61.644,88
2022-05-10,3894.07,47.725,72
2022-05-11,4248.48,47.225,80
2022-05-12,5171.63,50.746,91
2022-05-13,4529.22,47.284,87
2022-05-14,3664.55,49.71,65
2022-05-15,9537.46,51.31,166
2022-05-16,6428.18,57.108,102
2022-05-17,4525.21,65.802,64
2022-05-18,5293.49,64.918,76
2022-05-19,3605.52,45.799,68
2022-05-20,3391.22,46.672,64
2022-05-21,3820.24,46.866,73
2022-05-22,4056.45,46.387,79
2022-05-23,4295.59,42.713,89
2022-05-24,5786.86,65.59,81
2022-05-25,7223.69,47.244,136
2022-05-26,8030.43,68.89,106
2022-05-27,6036.39,68.705,80
2022-05-28,13617.18,72.37,172
2022-05-29,8422.48,64.354,116
2022-05-30,15325.66,64.149,267
2022-05-31,12704.84,73.776,163
2022-06-01,4809.02,60.94,69
2022-06-02,3903.3,45.98,77
2022-06-03,5255.11,50.582,87
2022-06-04,10442.4,63.278,142
2022-06-05,5981.86,56.869,90
2022-06-06,5607.72,59.101,83
2022-06-07,5164.24,59.213,77
2022-06-08,6055.85,53.547,96
2022-06-09,4359.42,51.738,71
2022-06-10,3044.28,51.073,53
2022-06-11,3813.24,55.118,58
2022-06-12,8447.03,59.955,121
2022-06-13,6239.14,60.451,87
2022-06-14,3367.71,50.768,57
2022-06-15,4519.51,56.384,71
2022-06-16,6089.76,68.991,76
2022-06-17,4061.71,51.178,67
2022-06-18,15502.66,66.62,204
2022-06-19,10697.41,75.198,125
2022-06-20,6050.69,56.131,93
2022-06-21,4958.41,57.042,77
2022-06-22,3755.92,49.456,63
2022-06-23,4246.99,60.173,60
2022-06-24,4235.03,60.357,61
2022-06-25,9096.14,60.141,128
2022-06-26,5526.45,63.374,73
2022-06-27,4186.23,57.764,61
2022-06-28,4064.9,53.341,66
2022-06-29,4757.56,65.57,64
2022-06-30,13580.74,67.639,176
2022-07-01,5377.71,59.147,80
2022-07-02,6874.01,71.351,82
2022-07-03,10274.22,70.55,127
2022-07-04,9098.11,63.267,124
2022-07-05,4814.9,54.65,74
2022-07-06,3558.88,59.719,51
2022-07-07,3422.29,55.125,56
2022-07-08,2735.18,51.582,47
2022-07-09,7415.47,62.608,103
2022-07-10,6659.02,66.582,89
2022-07-11,7937.79,60.94,111
2022-07-12,4192.76,62.114,59
2022-07-13,3520.95,49.589,61
2022-07-14,3226.29,54.406,51
2022-07-15,8779.49,72.244,110
2022-07-16,2916.87,51.197,49
2022-07-17,3393.81,59.692,49
2022-07-18,7717.52,49.828,132
2022-07-19,4733.04,52.839,74
2022-07-20,4413.76,53.576,68
2022-07-21,4522.6,56.055,67
2022-07-22,4919.48,66.395,64
2022-07-23,5353.47,72.35,66
2022-07-24,4640.08,65.951,60
2022-07-25,6635.78,63.751,90
2022-07-26,5937.79,57.121,88
2022-07-27,5133.81,58.185,75
2022-07-28,4103.7,55.461,62
2022-07-29,3683.6,56.742,54
2022-07-30,13755.0,74.654,162
2022-07-31,3807.95,58.417,56
2022-08-01,4518.96,47.907,79
2022-08-02,5519.83,60.686,79
2022-08-03,5183.06,73.147,64
2022-08-04,5095.28,60.029,73
2022-08-05,5945.67,75.648,70
2022-08-06,4541.91,68.613,59
2022-08-07,5063.28,69.088,64
2022-08-08,11122.34,64.074,151
2022-08-09,5647.87,65.808,75
2022-08-10,4833.58,60.517,70
2022-08-11,4770.73,62.638,68
2022-08-12,12232.13,64.368,171
2022-08-13,4911.95,68.864,63
2022-08-14,8217.35,65.282,112
2022-08-15,4780.11,54.175,81
2022-08-16,3147.05,51.002,55
2022-08-17,3638.66,56.228,61
2022-08-18,4154.65,44.633,82
2022-08-19,6302.43,66.129,84
2022-08-20,3906.21,51.152,65
2022-08-21,6315.53,66.795,84
2022-08-22,4511.92,50.147,77
2022-08-23,4938.75,72.248,62
2022-08-24,4001.71,59.925,59
2022-08-25,4041.65,59.968,60
2022-08-26,3761.53,56.462,60
2022-08-27,17255.8,64.185,239
2022-08-28,9530.27,66.81,125
2022-08-29,3727.03,52.974,63
2022-08-30,3826.03,54.078,61
2022-08-31,3054.33,53.268,50
2022-09-01,10617.55,65.117,144
2022-09-02,5743.04,64.768,79
2022-09-03,3865.59,57.912,58
2022-09-04,9268.07,67.009,124
2022-09-05,14098.0,71.498,175
2022-09-06,3190.92,56.804,49
2022-09-07,3829.39,69.152,54
2022-09-08,3945.51,57.879,63
2022-09-09,3983.89,63.607,55
2022-09-10,2857.05,50.511,49
2022-09-11,7586.3,50.771,126
2022-09-12,3622.31,51.195,61
2022-09-13,2742.0,52.87,45
2022-09-14,3354.78,52.895,55
2022-09-15,3834.61,55.911,60
2022-09-16,4497.44,67.454,59
2022-09-17,3444.57,56.626,53
2022-09-18,4428.79,62.385,62
2022-09-19,5016.28,54.791,80
2022-09-20,6322.58,68.028,84
2022-09-21,10768.28,64.234,147
2022-09-22,3011.09,46.025,56
2022-09-23,3419.06,62.775,50
2022-09-24,2513.97,52.259,42
2022-09-25,4196.75,52.548,70
2022-09-26,5127.59,57.476,81
2022-09-27,5916.5,64.796,82
2022-09-28,2968.22,44.862,56
2022-09-29,4098.06,66.075,58
2022-09-30,24429.41,73.229,300
2022-10-01,11675.84,74.846,142
2022-10-02,18435.5,77.462,217
2022-10-03,3648.13,72.23,46
2022-10-04,3548.5,62.396,51
2022-10-05,4354.87,48.091,79
2022-10-06,2866.69,41.635,58
2022-10-07,2600.57,54.147,44
2022-10-08,12067.02,61.178,171
2022-10-09,5692.04,62.251,81
2022-10-10,9543.15,58.716,143
2022-10-11,12349.72,70.416,157
2022-10-12,3897.15,57.074,61
2022-10-13,5703.37,47.73,102
2022-10-14,3635.6,56.098,57
2022-10-15,4529.72,56.721,72
2022-10-16,2889.64,62.112,41
2022-10-17,4002.62,63.308,56
2022-10-18,4952.88,63.209,69
2022-10-19,4371.62,57.262,69
2022-10-20,3512.26,57.479,58
2022-10-21,7147.86,58.265,105
2022-10-22,5063.52,50.188,87
2022-10-23,4358.62,67.87,58
2022-10-24,4929.37,46.81,92
2022-10-25,3745.61,56.624,59
2022-10-26,4131.9,55.148,68
2022-10-27,5250.06,78.239,61
2022-10-28,4193.88,63.634,61
2022-10-29,9154.97,53.909,146
2022-10-30,7044.42,68.427,93
2022-10-31,13025.03,75.04,157
2022-11-01,3809.63,54.474,62
2022-11-02,5096.88,51.685,84
2022-11-03,3662.01,52.083,61
2022-11-04,2220.26,52.596,38
2022-11-05,15173.95,63.112,208
2022-11-06,11283.15,60.671,162
2022-11-07,4829.34,63.755,72
2022-11-08,2837.6,39.718,61
2022-11-09,3449.55,51.044,60
2022-11-10,3635.63,63.332,50
2022-11-11,4410152.41,42394.959,104
2022-11-12,3891.83,58.64,58
2022-11-13,5253.83,57.789,78
2022-11-14,6937.03,65.678,92
2022-11-15,3364.72,54.99,54
2022-11-16,4139.45,60.44,61
2022-11-17,3380.07,56.903,52
2022-11-18,3714.43,83.071,40
2022-11-19,11038.32,57.951,166
2022-11-20,7213.55,72.719,88
2022-11-21,10668.45,63.007,148
2022-11-22,2224.27,57.67,33
2022-11-23,1796.38,61.755,26
2022-11-24,565.88,52.496,9
2022-11-25,7893.09,48.077,183
2022-11-26,6673.65,49.116,141
2022-11-27,15736.88,72.297,202
2022-11-28,7650.6,48.542,155
2022-11-29,2395.08,68.268,33
2022-11-30,11686.29,62.462,164
2022-12-01,2287.84,64.196,31
2022-12-02,1030.92,45.883,23
2022-12-03,4383.59,46.135,80
2022-12-04,2981.43,64.455,47
2022-12-05,2930.67,58.26,44
2022-12-06,2559.28,69.163,33
2022-12-07,3322.3,64.368,47
2022-12-08,16448.74,51.094,291
2022-12-09,9204.27,68.588,119
2022-12-10,5083.22,56.079,81
2022-12-11,7298.11,62.279,104
2022-12-12,2967.64,65.386,40
2022-12-13,2617.51,57.897,40
2022-12-14,8434.09,52.941,151
2022-12-15,3555.22,57.727,54
2022-12-16,4956.16,63.537,70
2022-12-17,9287.57,64.757,127
2022-12-18,5566.66,71.359,70
2022-12-19,9976.83,62.982,139
2022-12-20,2829.27,66.733,38
2022-12-21,3039.7,50.583,52
2022-12-22,3362.62,38.174,76
2022-12-23,1919.01,65.182,26
2022-12-24,1148.22,62.711,16
2022-12-25,586.02,58.292,9
2022-12-26,1487.58,57.163,23
2022-12-27,1991.64,52.844,33
2022-12-28,2961.18,51.136,49
2022-12-29,10422.19,68.187,134
2022-12-30,5122.8,59.953,74
2022-12-31,5554.98,58.888,82
2023-01-01,8543.39,73.123,103
2023-01-02,1568.36,56.405,24
2023-01-03,0.0,0.0,0
2023-01-04,0.0,0.0,0
2023-01-05,0.0,0.0,0
2023-01-06,0.0,0.0,0
2023-01-07,0.0,0.0,0
2023-01-08,0.0,0.0,0
2023-01-09,0.0,0.0,0
2023-01-10,0.0,0.0,0
2023-01-11,0.0,0.0,0
2023-01-12,105.34,87.35,1
2023-01-13,2835.45,58.535,40
2023-01-14,13924.15,68.763,171
2023-01-15,6597.1,64.955,85
2023-01-16,13642.9,64.419,182
2023-01-17,3422.2,73.689,42
2023-01-18,1912.88,66.692,25
2023-01-19,3041.79,59.449,45
2023-01-20,16706.55,69.878,205
2023-01-21,6910.12,63.501,92
2023-01-22,14977.21,68.498,187
2023-01-23,4316.81,76.737,50
2023-01-24,2866.21,52.328,47
2023-01-25,3136.67,80.154,35
2023-01-26,7620.12,69.216,95
2023-01-27,2539.98,68.516,33
2023-01-28,2746.69,57.984,40
2023-01-29,7222.61,54.969,110
2023-01-30,4328.28,53.082,70
2023-01-31,3003.93,58.241,46
2023-02-01,3050.46,64.874,41
2023-02-02,16115.98,69.352,200
2023-02-03,4615.56,67.194,60
2023-02-04,17797.57,66.424,230
2023-02-05,10345.44,69.559,128
2023-02-06,2651.23,50.358,45
2023-02-07,2992.5,72.033,38
2023-02-08,3788.91,73.981,46
2023-02-09,5840.22,61.658,80
2023-02-10,4625.08,61.744,65
2023-02-11,7736.21,59.194,109
2023-02-12,7455.61,56.813,109
2023-02-13,6678.33,52.216,106
2023-02-14,9685.71,58.04,140
2023-02-15,2509.58,61.582,38
2023-02-16,2843.37,64.114,40
2023-02-17,3461.46,60.189,49
2023-02-18,14170.81,58.255,203
2023-02-19,9502.66,64.548,126
2023-02-20,17828.1,65.743,236
2023-02-21,4041.29,68.52,51
2023-02-22,2723.12,48.744,49
2023-02-23,4625.23,60.191,64
2023-02-24,5713.25,64.365,78
2023-02-25,4234.13,56.434,64
2023-02-26,3528.16,50.812,58
2023-02-27,5416.44,66.486,72
2023-02-28,4727.53,54.073,75
2023-03-01,3713.04,46.221,66
2023-03-02,5145.36,68.248,62
2023-03-03,14883.16,62.544,202
2023-03-04,9539.63,53.467,148
2023-03-05,4334.45,57.509,64
2023-03-06,4632.5,53.159,75
2023-03-07,3662.37,52.302,66
2023-03-08,26160.06,65.113,346
2023-03-09,2148.05,42.05,44
2023-03-10,10963.81,53.921,171
2023-03-11,6956.92,48.014,120
2023-03-12,11133.88,60.449,156
2023-03-13,4660.66,56.374,72
2023-03-14,3524.66,40.703,76
2023-03-15,4357.85,57.636,66
2023-03-16,9526.79,55.939,144
2023-03-17,6409.44,54.914,98
2023-03-18,8896.32,51.92,141
2023-03-19,11440.6,54.094,177
2023-03-20,3989.54,43.998,76
2023-03-21,4111.99,53.911,67
2023-03-22,10987.12,51.176,180
2023-03-23,2663.6,38.793,62
2023-03-24,16040.42,52.841,258
2023-03-25,11844.88,56.879,176
2023-03-26,15277.06,58.9,219
2023-03-27,3442.45,41.785,67
2023-03-28,4766.27,50.398,80
2023-03-29,3491.62,37.88,75
2023-03-30,3971.22,49.576,65
2023-03-31,4745.42,50.303,79
2023-04-01,12135.77,51.657,193
2023-04-02,13853.88,51.385,223
2023-04-03,4841.22,39.009,103
2023-04-04,3678.03,38.984,82
2023-04-05,3813.43,43.96,74
2023-04-06,15359.24,55.996,232
2023-04-07,6218.7,55.553,98
2023-04-08,9704.23,58.039,142
2023-04-09,16013.07,65.568,208
2023-04-10,4480.23,50.689,82
2023-04-11,3923.77,46.882,78
2023-04-12,5197.3,47.574,92
2023-04-13,3733.11,46.3,66
2023-04-14,4512.34,49.024,76
2023-04-15,8857.37,58.987,127
2023-04-16,5703.56,55.59,86
2023-04-17,11714.42,54.802,185
2023-04-18,5789.73,60.642,83
2023-04-19,4237.13,40.561,85
2023-04-20,5317.97,48.681,90
2023-04-21,17464.68,61.526,248
2023-04-22,11781.04,51.337,188
2023-04-23,13197.72,54.485,201
2023-04-24,15297.15,53.745,243
2023-04-25,3831.37,47.516,75
2023-04-26,3875.53,38.126,83
2023-04-27,3228.52,36.714,70
2023-04-28,12253.16,56.245,182
2023-04-29,7086.21,50.579,116
2023-04-30,9855.97,48.77,166
2023-05-01,3808.37,38.698,83
2023-05-02,13074.38,51.139,216
2023-05-03,3538.36,44.058,68
2023-05-04,4250.02,56.309,66
2023-05-05,3772.57,42.114,81
2023-05-06,10003.34,56.909,147
2023-05-07,6014.71,61.379,83
2023-05-08,5226.06,52.699,87
2023-05-09,4523.94,49.943,76
2023-05-10,5030.88,44.412,95
2023-05-11,17119.19,57.403,255
2023-05-12,13574.11,57.26,200
2023-05-13,10296.33,58.056,150
2023-05-14,15109.22,60.234,213
2023-05-15,3872.76,45.137,72
2023-05-16,3862.51,40.068,81
2023-05-17,4254.94,43.939,81
2023-05-18,2921.7,38.661,65
2023-05-19,9640.3,57.113,154
2023-05-20,4101.97,54.804,64
2023-05-21,4174.95,47.307,73
2023-05-22,4401.07,42.341,87
2023-05-23,6079.19,49.188,103
2023-05-24,9138.5,51.812,147
2023-05-25,6357.53,48.254,111
2023-05-26,11482.07,51.401,185
2023-05-27,11923.88,53.066,189
2023-05-28,15692.51,59.037,224
2023-05-29,13997.27,59.57,198
2023-05-30,3217.33,48.82,62
2023-05-31,3154.97,49.079,68
2023-06-01,4115.03,45.14,78
2023-06-02,5446.73,49.996,90
2023-06-03,9126.21,58.201,132
2023-06-04,8842.65,53.18,138
2023-06-05,4543.59,47.482,85
2023-06-06,4021.07,43.803,79
2023-06-07,4225.99,45.368,78
2023-06-08,15082.69,60.151,214
2023-06-09,13826.8,57.65,204
2023-06-10,3637.84,47.5,63
2023-06-11,3412.01,54.66,52
2023-06-12,4516.6,48.647,77
2023-06-13,3505.36,46.573,69
2023-06-14,2739.68,40.825,61
2023-06-15,12891.32,53.555,204
2023-06-16,9574.66,49.854,166
2023-06-17,7473.93,46.483,132
2023-06-18,11549.65,56.906,170
2023-06-19,3142.63,35.916,74
2023-06-20,3110.15,37.012,71
2023-06-21,5245.45,52.039,87
2023-06-22,5376.54,46.254,96
2023-06-23,6133.31,46.545,107
2023-06-24,6641.87,49.087,111
2023-06-25,11582.83,54.426,175
2023-06-26,14079.85,61.108,209
2023-06-27,2438.79,38.852,55
2023-06-28,4294.55,60.566,65
2023-06-29,3463.19,48.413,66
2023-06-30,3791.59,42.698,75
2023-07-01,14302.44,59.685,203
2023-07-02,9504.65,56.087,142
2023-07-03,8453.74,53.053,144
2023-07-04,11644.09,58.065,167
2023-07-05,12511.68,60.589,181
2023-07-06,1920.88,36.777,52
2023-07-07,2051.18,39.946,42
2023-07-08,2481.04,40.528,49
2023-07-09,3852.67,40.74,76
2023-07-10,11441.97,57.403,169
2023-07-11,8522.59,59.399,123
2023-07-12,12513.16,55.408,190
2023-07-13,3097.3,50.187,52
2023-07-14,3235.35,42.191,66
2023-07-15,8814.58,70.448,115
2023-07-16,3830.19,47.815,67
2023-07-17,3451.56,48.54,60
2023-07-18,3056.62,46.397,62
2023-07-19,3309.66,51.03,60
2023-07-20,4932.79,59.948,71
2023-07-21,4597.68,54.747,73
2023-07-22,10139.96,55.393,154
2023-07-23,8964.58,45.538,161
2023-07-24,3485.36,51.999,61
2023-07-25,3002.21,43.083,59
2023-07-26,2803.28,42.686,58
2023-07-27,3183.23,44.094,61
2023-07-28,15724.58,61.39,221
2023-07-29,12577.77,63.022,170
2023-07-30,12105.96,52.51,190
2023-07-31,3434.27,55.369,61
2023-08-01,2751.63,39.695,59
2023-08-02,2314.41,40.723,53
2023-08-03,3266.3,49.864,56
2023-08-04,8294.37,50.163,139
2023-08-05,6736.92,55.438,102
2023-08-06,3065.96,45.237,56
2023-08-07,3684.38,47.41,67
2023-08-08,4009.86,43.103,79
2023-08-09,33350.74,61.766,467
2023-08-10,4996.63,51.451,86
2023-08-11,3882.47,47.695,70
2023-08-12,3193.73,41.519,62
2023-08-13,3827.87,42.384,73
2023-08-14,10984.13,56.08,165
2023-08-15,8334.93,44.251,148
2023-08-16,10151.77,55.315,159
2023-08-17,8836.04,45.662,160
2023-08-18,4890.34,54.532,77
2023-08-19,3083.44,38.952,63
2023-08-20,3655.48,46.643,65
2023-08-21,9440.1,47.432,169
2023-08-22,4652.47,48.648,83
2023-08-23,3850.53,40.726,82
2023-08-24,3018.26,35.279,74
2023-08-25,11384.79,57.337,170
2023-08-26,11511.4,56.811,171
2023-08-27,14073.51,54.677,215
2023-08-28,4121.23,44.267,82
2023-08-29,2425.96,36.458,59
2023-08-30,2936.19,36.57,66
2023-08-31,3392.25,46.118,62
2023-09-01,10513.05,46.989,185
2023-09-02,8118.98,44.471,147
2023-09-03,10328.23,53.647,159
2023-09-04,15811.02,67.407,204
2023-09-05,2262.29,35.825,62
2023-09-06,3600.6,54.117,59
2023-09-07,2270.47,33.771,55
2023-09-08,2950.51,40.683,61
2023-09-09,3166.62,36.825,68
2023-09-10,2820.38,41.271,55
2023-09-11,3548.84,48.496,66
2023-09-12,3139.44,39.777,70
2023-09-13,3742.98,43.642,75
2023-09-14,4334.8,39.211,90
2023-09-15,11197.01,56.137,168
2023-09-16,10726.06,53.844,167
2023-09-17,29513.79,61.347,407
2023-09-18,3853.89,53.801,68
2023-09-19,2826.45,44.265,59
2023-09-20,3262.26,48.659,57
2023-09-21,6365.07,53.186,100
2023-09-22,3195.9,39.102,67
2023-09-23,2744.4,34.675,62
2023-09-24,4123.14,40.977,80
2023-09-25,7555.31,47.416,133
2023-09-26,4325.59,39.301,92
2023-09-27,3603.96,39.162,84
2023-09-28,11854.22,53.254,187
2023-09-29,10252.65,56.799,157
2023-09-30,8600.83,50.942,141
2023-10-01,13493.6,51.226,217
2023-10-02,4426.6,49.339,81
2023-10-03,3871.47,43.502,76
2023-10-04,4502.07,56.689,66
2023-10-05,4146.16,47.992,73
2023-10-06,4557.67,40.884,90
2023-10-07,7720.81,48.483,129
2023-10-08,8323.86,48.219,141
2023-10-09,10923.42,50.228,186
2023-10-10,4566.62,48.883,79
2023-10-11,3849.38,41.938,79
2023-10-12,4405.15,43.093,87
2023-10-13,5299.69,44.492,97
2023-10-14,6957.4,47.254,119
2023-10-15,7166.11,46.955,123
2023-10-16,5245.78,46.706,96
2023-10-17,4970.69,44.078,92
2023-10-18,6176.87,55.677,93
2023-10-19,6628.03,45.809,118
2023-10-20,6938.78,45.695,127
2023-10-21,11383.74,53.847,175
2023-10-22,7025.52,50.445,115
2023-10-23,7493.05,47.237,134
2023-10-24,6501.02,43.958,124
2023-10-25,4976.95,44.113,94
2023-10-26,5578.3,42.751,108
2023-10-27,4675.51,40.816,92
2023-10-28,4178.99,36.914,90
2023-10-29,23545.58,63.779,314
2023-10-30,19584.29,54.079,305
2023-10-31,19406.82,59.197,280
2023-11-01,3885.92,42.129,78
2023-11-02,4056.99,42.785,80
2023-11-03,4258.3,44.356,78
2023-11-04,4326.31,49.498,72
2023-11-05,4698.35,49.309,78
2023-11-06,7495.14,49.674,131
2023-11-07,9009.44,53.659,139
2023-11-08,7260.91,47.875,124
2023-11-09,8853.38,54.804,139
2023-11-10,4477.74,44.531,84
2023-11-11,4453.26,44.749,80
2023-11-12,5951.18,51.73,95
2023-11-13,5178.6,52.976,83
2023-11-14,5167.84,48.307,96
2023-11-15,6469.32,52.526,105
2023-11-16,5352.92,47.557,97
2023-11-17,5239.95,45.737,100
2023-11-18,4291.98,44.13,79
2023-11-19,4867.66,42.991,92
2023-11-20,3572.42,36.095,82
2023-11-21,3845.5,37.253,84
2023-11-22,4672.81,47.963,89
2023-11-23,3402.31,38.938,70
2023-11-24,23567.76,79.423,260
2023-11-25,22808.0,79.578,250
2023-11-26,5915.94,51.032,96
2023-11-27,8536.15,56.758,137
2023-11-28,5033.5,49.456,88
2023-11-29,4716.8,43.162,92
2023-11-30,6165.13,50.125,104
